record_id,doi,title,journal,record_index,source_format,source_chunk_ids,route,catalyst_class,catalyst,solvent,catalyst_smiles,catalyst_smiles_tier,solvent_smiles,solvent_smiles_tier,product,product_smiles,substrate_smiles,temperature_c,reaction_time_min,pressure_atm,catalyst_amount_g,PET_amount_g,solvent_amount_g,yield_percent,conversion_percent,selectivity_percent,judge_verdict,judge_drop_record,judge_n_fixes,judge_bad_fields,judge_critique,judge_fixes,n_citations,citations_resolve,corrected_catalyst,corrected_solvent,corrected_temperature_c,corrected_reaction_time_min,corrected_pressure_atm,corrected_catalyst_amount_g,corrected_PET_amount_g,corrected_solvent_amount_g,corrected_yield_percent,corrected_conversion_percent,corrected_selectivity_percent,corrected_fields,phase,phase_why,phase_by,structure_source,audit,catalyst_loading_wt,yield_basis,single_component,duplicate_of,quality_flags
10.1016/j.ceja.2026.101322#20,10.1016/j.ceja.2026.101322,"A versatile KF/EG deep eutectic solvent that lunges PET depolymerization forward through reusability, tunable selectivity and energy efficiency",Chemical Engineering Journal Advances,20,Elsevier XML,f2799bee-1105-4c93-bee3-abf93a7adc57;f72b3a58-14e5-482d-9535-7d3484b6f289,glycolysis,other,KF:EG 1:6,KF:EG 1:6,OCCO.[F-].[K+],LLM written,OCCO.[F-].[K+],LLM written,BHET,O=C(OCCO)c1ccc(C(=O)OCCO)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,,3.0,,,,,84.0,,,correct,False,0,,"Microwave with 18 % water, 3 min, yield 84 % as described. Temperature not reported, leaving it null is correct.",,2,True,KF:EG 1:6,KF:EG 1:6,,3.0,,,,,84.0,,,,homogeneous,a potassium fluoride / glycol deep eutectic mixture,curated,LLM written,accepted,,petloss,True,,
10.1016/j.ceja.2026.101322#21,10.1016/j.ceja.2026.101322,"A versatile KF/EG deep eutectic solvent that lunges PET depolymerization forward through reusability, tunable selectivity and energy efficiency",Chemical Engineering Journal Advances,21,Elsevier XML,f2799bee-1105-4c93-bee3-abf93a7adc57;f72b3a58-14e5-482d-9535-7d3484b6f289,glycolysis,other,KF:EG 1:6,KF:EG 1:6,OCCO.[F-].[K+],LLM written,OCCO.[F-].[K+],LLM written,BHET,O=C(OCCO)c1ccc(C(=O)OCCO)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,,3.0,,,,,58.0,,,correct,False,0,,"Microwave with 36 % water, 3 min, yield 58 % as reported. No temperature given, null is fine.",,2,True,KF:EG 1:6,KF:EG 1:6,,3.0,,,,,58.0,,,,homogeneous,a potassium fluoride / glycol deep eutectic mixture,curated,LLM written,accepted,,petloss,True,,
10.1016/j.ceja.2026.101322#22,10.1016/j.ceja.2026.101322,"A versatile KF/EG deep eutectic solvent that lunges PET depolymerization forward through reusability, tunable selectivity and energy efficiency",Chemical Engineering Journal Advances,22,Elsevier XML,f2799bee-1105-4c93-bee3-abf93a7adc57;f72b3a58-14e5-482d-9535-7d3484b6f289,glycolysis,other,KF:EG 1:6,KF:EG 1:6,OCCO.[F-].[K+],LLM written,OCCO.[F-].[K+],LLM written,BHET,O=C(OCCO)c1ccc(C(=O)OCCO)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,,3.0,,,,,11.0,,,correct,False,0,,"Microwave with 42 % water, 3 min, yield 11 % as reported. Temperature not provided; null is acceptable.",,2,True,KF:EG 1:6,KF:EG 1:6,,3.0,,,,,11.0,,,,homogeneous,a potassium fluoride / glycol deep eutectic mixture,curated,LLM written,accepted,,petloss,True,,
10.1016/j.ceja.2026.101322#23,10.1016/j.ceja.2026.101322,"A versatile KF/EG deep eutectic solvent that lunges PET depolymerization forward through reusability, tunable selectivity and energy efficiency",Chemical Engineering Journal Advances,23,Elsevier XML,927ca462-2f37-409a-a909-80a4cf5c9003;b650412b-1bb6-44c3-8d9c-196743c3b7b4,glycolysis,other,KF:EG 1:6,KF:EG 1:6,OCCO.[F-].[K+],LLM written,OCCO.[F-].[K+],LLM written,BHET,O=C(OCCO)c1ccc(C(=O)OCCO)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,180.0,15.0,,,,,100.0,,,correct,False,0,,"Table 3 summarises the optimal condition from this work: 180 °C, 15 min, 100 % PET consumption and 100 % yield. The record matches this information; missing PET and solvent masses are not reported elsewhere, so nulls are acceptable.",,2,True,KF:EG 1:6,KF:EG 1:6,180.0,15.0,,,,,100.0,,,,homogeneous,a potassium fluoride / glycol deep eutectic mixture,curated,LLM written,accepted,,petloss,True,,
10.1016/j.celrep.2022.111908#0,10.1016/j.celrep.2022.111908,Upcycling of poly(ethylene terephthalate) to produce high-value bio-products,Cell Reports,0,Elsevier XML,e6eaa379-636e-4ca6-b28b-d9ecde053218;29d47ab8-85e4-404c-b2b6-252a4af736f5,hydrolysis,acid or base,NaOH,2 M NaOH,[Na+].[OH-],LLM written,O.[Na+].[OH-],LLM written,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,180.0,120.0,,4.8,6.0,,,82.3,,incorrect,False,1,solvent_amount_g,"The paper describes the alkaline hydrolysis of PET using 6 g PET powder dissolved in 60 mL of 2 M NaOH, incubated at 180 °C for 2 h (120 min) (see chunk e6eaa379‑636e‑4ca6‑b28b‑d9ecde053218). The conversion (depolymerization rate) is reported as 82.3 % based on TPA content (see chunk 29d47ab8‑85e4‑404c‑b2b6‑252a4af736f5). From the described 60 mL of NaOH solution, a mass of roughly 60 g can be inferred (density ≈1 g/mL), but the record leaves solvent_amount_g null, which should be populated. All other fields (catalyst, solvent, temperature, time, catalyst_amount_g, PET_amount_g, conversion_percent) match the paper.","[{""field"": ""solvent_amount_g"", ""value"": 60.0, ""evidence"": ""The method states \""60 mL of 2 M NaOH\"" (chunk e6eaa379-636e-4ca6-b28b-d9ecde053218); assuming density ≈1 g/mL gives ~60 g solvent.""}]",2,True,NaOH,2 M NaOH,180.0,120.0,,4.8,6.0,60.0,,82.3,,solvent_amount_g,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,flagged,0.8,,True,,
10.1016/j.ces.2020.116389#0,10.1016/j.ces.2020.116389,Sub- and supercritical water for chemical recycling of polyethylene terephthalate waste,Chemical Engineering Science,0,Elsevier XML,5464642b-c014-4375-8a8c-dd3cca9f7827;bbe68301-b7e8-4a52-8f76-274fb0b29b2f;ae110423-007c-41a9-85f8-bb4ed05728e6,hydrolysis,none,none,water,,no catalyst,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,250.0,1.0,,,,,47.7,,,correct,False,0,,"The paper reports that at 250 °C for 1 min the TPA yield from colorless PET was 47.7 % (see the discussion of low‑temperature results, e.g., chunk ae110423-007c-41a9-85f8-bb4ed05728e6). No catalyst or specific masses are given, so null values are appropriate. All fields match the reported experiment.",,3,True,none,water,250.0,1.0,,,,,47.7,,,,uncatalysed,the paper reports no catalyst,tier,no catalyst,accepted,,,True,,
10.1016/j.ces.2020.116389#1,10.1016/j.ces.2020.116389,Sub- and supercritical water for chemical recycling of polyethylene terephthalate waste,Chemical Engineering Science,1,Elsevier XML,5464642b-c014-4375-8a8c-dd3cca9f7827;bbe68301-b7e8-4a52-8f76-274fb0b29b2f;ae110423-007c-41a9-85f8-bb4ed05728e6,hydrolysis,none,none,water,,no catalyst,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,250.0,30.0,,,,,85.4,,,correct,False,0,,"The paper states that at 250 °C for 30 min the TPA yield from colorless PET was 85.4 % (see the same section as above, chunk ae110423-007c-41a9-85f8-bb4ed05728e6). No catalyst or mass data are reported, so the null entries are acceptable.",,3,True,none,water,250.0,30.0,,,,,85.4,,,,uncatalysed,the paper reports no catalyst,tier,no catalyst,accepted,,,True,,
10.1016/j.ces.2020.116389#2,10.1016/j.ces.2020.116389,Sub- and supercritical water for chemical recycling of polyethylene terephthalate waste,Chemical Engineering Science,2,Elsevier XML,5464642b-c014-4375-8a8c-dd3cca9f7827;bbe68301-b7e8-4a52-8f76-274fb0b29b2f;ae110423-007c-41a9-85f8-bb4ed05728e6,hydrolysis,none,none,water,,no catalyst,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,250.0,1.0,,,,,36.9,,,correct,False,0,,"For colored PET at 250 °C for 1 min the reported TPA yield is 36.9 % (see the paragraph describing the 250 °C experiments, chunk ae110423-007c-41a9-85f8-bb4ed05728e6). The record matches this value and correctly leaves mass fields null.",,3,True,none,water,250.0,1.0,,,,,36.9,,,,uncatalysed,the paper reports no catalyst,tier,no catalyst,accepted,,,True,,
10.1016/j.ces.2020.116389#3,10.1016/j.ces.2020.116389,Sub- and supercritical water for chemical recycling of polyethylene terephthalate waste,Chemical Engineering Science,3,Elsevier XML,5464642b-c014-4375-8a8c-dd3cca9f7827;bbe68301-b7e8-4a52-8f76-274fb0b29b2f;ae110423-007c-41a9-85f8-bb4ed05728e6,hydrolysis,none,none,water,,no catalyst,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,250.0,30.0,,,,,82.1,,,correct,False,0,,The paper gives a TPA yield of 82.1 % for colored PET at 250 °C for 30 min (same discussion as above). The record reproduces that number; all other fields are correctly left null.,,3,True,none,water,250.0,30.0,,,,,82.1,,,,uncatalysed,the paper reports no catalyst,tier,no catalyst,accepted,,,True,,
10.1016/j.ces.2020.116389#4,10.1016/j.ces.2020.116389,Sub- and supercritical water for chemical recycling of polyethylene terephthalate waste,Chemical Engineering Science,4,Elsevier XML,5464642b-c014-4375-8a8c-dd3cca9f7827;bbe68301-b7e8-4a52-8f76-274fb0b29b2f;ae110423-007c-41a9-85f8-bb4ed05728e6,hydrolysis,none,none,water,,no catalyst,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,300.0,1.0,,,,,86.0,,,correct,False,0,,"At 300 °C for 1 min the TPA yield from colorless PET is reported as 86.0 % (see the results section discussing 300 °C runs, chunk ae110423-007c-41a9-85f8-bb4ed05728e6). No catalyst or mass data are provided, so null entries are appropriate.",,3,True,none,water,300.0,1.0,,,,,86.0,,,,uncatalysed,the paper reports no catalyst,tier,no catalyst,accepted,,,True,,
10.1016/j.ces.2020.116389#5,10.1016/j.ces.2020.116389,Sub- and supercritical water for chemical recycling of polyethylene terephthalate waste,Chemical Engineering Science,5,Elsevier XML,5464642b-c014-4375-8a8c-dd3cca9f7827;bbe68301-b7e8-4a52-8f76-274fb0b29b2f;ae110423-007c-41a9-85f8-bb4ed05728e6,hydrolysis,none,none,water,,no catalyst,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,300.0,30.0,,,,,90.0,,,correct,False,0,,"The highest TPA yield reported for colorless PET is 90.0 % at 300 °C and 30 min (see the conclusion and discussion, chunk ae110423-007c-41a9-85f8-bb4ed05728e6). The record matches this value.",,3,True,none,water,300.0,30.0,,,,,90.0,,,,uncatalysed,the paper reports no catalyst,tier,no catalyst,accepted,,,True,,
10.1016/j.ces.2020.116389#6,10.1016/j.ces.2020.116389,Sub- and supercritical water for chemical recycling of polyethylene terephthalate waste,Chemical Engineering Science,6,Elsevier XML,5464642b-c014-4375-8a8c-dd3cca9f7827;bbe68301-b7e8-4a52-8f76-274fb0b29b2f;ae110423-007c-41a9-85f8-bb4ed05728e6,hydrolysis,none,none,water,,no catalyst,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,300.0,1.0,,,,,81.4,,,correct,False,0,,"For colored PET at 300 °C for 1 min the paper reports a yield of 81.4 % (see the 300 °C results, chunk ae110423-007c-41a9-85f8-bb4ed05728e6). The record reproduces that figure; other fields are correctly left null.",,3,True,none,water,300.0,1.0,,,,,81.4,,,,uncatalysed,the paper reports no catalyst,tier,no catalyst,accepted,,,True,,
10.1016/j.ces.2020.116389#7,10.1016/j.ces.2020.116389,Sub- and supercritical water for chemical recycling of polyethylene terephthalate waste,Chemical Engineering Science,7,Elsevier XML,5464642b-c014-4375-8a8c-dd3cca9f7827;bbe68301-b7e8-4a52-8f76-274fb0b29b2f;ae110423-007c-41a9-85f8-bb4ed05728e6,hydrolysis,none,none,water,,no catalyst,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,300.0,30.0,,,,,85.0,,,correct,False,0,,"The paper states that green PET at 300 °C for 30 min gave a TPA yield of 85.0 % (see the discussion of optimal conditions, chunk ae110423-007c-41a9-85f8-bb4ed05728e6). The entry matches this value.",,3,True,none,water,300.0,30.0,,,,,85.0,,,,uncatalysed,the paper reports no catalyst,tier,no catalyst,accepted,,,True,,
10.1016/j.ces.2020.116389#8,10.1016/j.ces.2020.116389,Sub- and supercritical water for chemical recycling of polyethylene terephthalate waste,Chemical Engineering Science,8,Elsevier XML,5464642b-c014-4375-8a8c-dd3cca9f7827;bbe68301-b7e8-4a52-8f76-274fb0b29b2f;38d9b08e-7efb-482e-972d-e710867b4b5c,hydrolysis,none,none,water,,no catalyst,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,300.0,30.0,,,,,84.4,,,correct,False,0,,"The text reports a yield of 84.4 % for black PET at 300 °C for 30 min (see the paragraph mentioning black bottles, chunk 38d9b08e-7efb-482e-972d-e710867b4b5c). The record correctly captures this data; other fields are appropriately null.",,3,True,none,water,300.0,30.0,,,,,84.4,,,,uncatalysed,the paper reports no catalyst,tier,no catalyst,accepted,,,True,,
10.1016/j.ces.2020.116389#9,10.1016/j.ces.2020.116389,Sub- and supercritical water for chemical recycling of polyethylene terephthalate waste,Chemical Engineering Science,9,Elsevier XML,5464642b-c014-4375-8a8c-dd3cca9f7827;bbe68301-b7e8-4a52-8f76-274fb0b29b2f;9a955f6c-a1d9-46fc-a4b9-a55629e68b4b,hydrolysis,none,none,water,,no catalyst,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,400.0,30.0,,,,,80.7,,,correct,False,0,,"For colorless PET at 400 °C and 30 min the paper gives a TPA yield of 80.7 % (see the section on high‑temperature degradation, chunk 9a955f6c-a1d9-46fc-a4b9-a55629e68b4b). The record reflects this value accurately.",,3,True,none,water,400.0,30.0,,,,,80.7,,,,uncatalysed,the paper reports no catalyst,tier,no catalyst,accepted,,,True,,"temperature above 350C -- pyrolysis, not solvolysis"
10.1016/j.ces.2020.116389#10,10.1016/j.ces.2020.116389,Sub- and supercritical water for chemical recycling of polyethylene terephthalate waste,Chemical Engineering Science,10,Elsevier XML,5464642b-c014-4375-8a8c-dd3cca9f7827;bbe68301-b7e8-4a52-8f76-274fb0b29b2f;9a955f6c-a1d9-46fc-a4b9-a55629e68b4b,hydrolysis,none,none,water,,no catalyst,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,400.0,30.0,,,,,76.0,,,correct,False,0,,"The lowest yield reported is 76.0 % for green PET at 400 °C and 30 min (same high‑temperature discussion, chunk 9a955f6c-a1d9-46fc-a4b9-a55629e68b4b). The record matches this figure; other fields are correctly left null.",,3,True,none,water,400.0,30.0,,,,,76.0,,,,uncatalysed,the paper reports no catalyst,tier,no catalyst,accepted,,,True,,"temperature above 350C -- pyrolysis, not solvolysis"
10.1016/j.ces.2021.117109#0,10.1016/j.ces.2021.117109,Colorless BHET obtained from PET by modified mesoporous catalyst ZnO/SBA-15,Chemical Engineering Science,0,Elsevier XML,93812098-8e34-4039-b722-b08e1ee4af69;5d6e77c1-9779-46c3-a3d2-41116c8ceece;da645a26-bcb2-4177-9bc4-7b61ba87bc45,glycolysis,ionic liquid,[Bmim]OAc,EG,CC(=O)[O-].CCCCn1cc[n+](C)c1,LLM written,OCCO,LLM written,BHET,O=C(OCCO)c1ccc(C(=O)OCCO)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,,160.0,,0.05,5.0,20.0,77.6,100.0,,incorrect,False,2,temperature_c;selectivity_percent,"Table 1 lists the [Bmim]OAc entry with reaction time 160 min, conversion 100 % and yield 77.6 %, matching the record. The paper states that catalyst evaluation was performed at the optimized temperature of 197 °C (see the optimization discussion, e.g., chunk 06be12cc-4f0f-40f9-99ac-4a0bb5e59e43 and summary chunk f771077c-81c6-46c3-8f16-9a36c7992e29), so the missing temperature is a bad field. Selectivity is not reported in the table, but it is mathematically derivable (yield = conversion × selectivity/100); the null therefore constitutes a missing derivable outcome, which is also a bad field because another bad field (temperature) is present.","[{""field"": ""temperature_c"", ""value"": 197.0, ""evidence"": ""Optimization section states the optimal reaction temperature was 197 °C (chunk 06be12cc-4f0f-40f9-99ac-4a0bb5e59e43; also summarized in chunk f771077c-81c6-46c3-8f16-9a36c7992e29).""}, {""field"": ""selectivity_percent"", ""value"": 77.6, ""evidence"": ""Selectivity = yield / conversion × 100 = 77.6 % (derived from Table 1 values in chunk 93812098-8e34-4039-b722-b08e1ee4af69).""}]",3,True,[Bmim]OAc,EG,197.0,160.0,,0.05,5.0,20.0,77.6,100.0,77.6,temperature_c;selectivity_percent,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,flagged,0.01,,True,,
10.1016/j.ces.2021.117109#1,10.1016/j.ces.2021.117109,Colorless BHET obtained from PET by modified mesoporous catalyst ZnO/SBA-15,Chemical Engineering Science,1,Elsevier XML,93812098-8e34-4039-b722-b08e1ee4af69;5d6e77c1-9779-46c3-a3d2-41116c8ceece;da645a26-bcb2-4177-9bc4-7b61ba87bc45,glycolysis,metal salt,Zn(OAc)2,EG,CC(=O)[O-].CC(=O)[O-].[Zn+2],LLM written,OCCO,LLM written,BHET,O=C(OCCO)c1ccc(C(=O)OCCO)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,,50.0,,0.05,5.0,20.0,87.8,100.0,,incorrect,False,2,temperature_c;selectivity_percent,"The Zn(OAc)2 row in Table 1 shows reaction time 50 min, conversion 100 % and yield 87.8 %, which the record captures. The same overall reaction conditions (197 °C, 5 % catalyst loading, EG/PET = 4:1) are described for the catalyst‑evaluation experiments, so the missing temperature is incorrect. Selectivity is not listed but can be calculated from the given conversion and yield, thus the null selectivity is also a bad field.","[{""field"": ""temperature_c"", ""value"": 197.0, ""evidence"": ""Optimized reaction temperature reported as 197 °C (chunk 06be12cc-4f0f-40f9-99ac-4a0bb5e59e43; also in summary chunk f771077c-81c6-46c3-8f16-9a36c7992e29).""}, {""field"": ""selectivity_percent"", ""value"": 87.8, ""evidence"": ""Selectivity = 87.8 % (yield 87.8 % divided by conversion 100 %) derived from Table 1 (chunk 93812098-8e34-4039-b722-b08e1ee4af69).""}]",3,True,Zn(OAc)2,EG,197.0,50.0,,0.05,5.0,20.0,87.8,100.0,87.8,temperature_c;selectivity_percent,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,flagged,0.01,,True,,
10.1016/j.ces.2022.117875#0,10.1016/j.ces.2022.117875,Influence of the catalytic system on the methanolysis of polyethylene terephthalate at mild conditions: A systematic investigation,Chemical Engineering Science,0,Elsevier XML,e6e67cae-00a7-427e-b025-45383921317e;01b54042-eca9-4682-a66f-5f457306b68b;094fde10-ce5f-454f-88b2-e085ef0dcfe1;13b47d88-df79-4888-8732-3f7efe15ace7,methanolysis,other,Na2CO3,methanol,O=C([O-])[O-].[Na+].[Na+],LLM written,CO,confirmed,DMT,COC(=O)c1ccc(C(=O)OC)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,70.0,1200.0,,0.552,1.0,8.31,,2.0,,correct,False,0,,"Record 0 matches the description of the Na₂CO₃ experiment without cosolvent: the paper states reactions were run at 70 °C for 20 h (1200 min) with 1 g PET, 8.31 g MeOH, and 0.552 g Na₂CO₃, giving a conversion of 2 % (Fig. 4). No yield or selectivity was reported, so the null fields are appropriate.",,4,True,Na2CO3,methanol,70.0,1200.0,,0.552,1.0,8.31,,2.0,,,homogeneous,soluble carbonate,curated,LLM written,accepted,0.552,,True,,
10.1016/j.ces.2022.117875#1,10.1016/j.ces.2022.117875,Influence of the catalytic system on the methanolysis of polyethylene terephthalate at mild conditions: A systematic investigation,Chemical Engineering Science,1,Elsevier XML,e6e67cae-00a7-427e-b025-45383921317e;01b54042-eca9-4682-a66f-5f457306b68b;094fde10-ce5f-454f-88b2-e085ef0dcfe1;13b47d88-df79-4888-8732-3f7efe15ace7,methanolysis,other,Na2CO3,methanol + dichloromethane,O=C([O-])[O-].[Na+].[Na+],LLM written,CO.ClCCl,LLM written,DMT,COC(=O)c1ccc(C(=O)OC)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,70.0,1200.0,,0.552,1.0,8.31,,8.0,,correct,False,0,,"Record 1 corresponds to the Na₂CO₃ experiment with DCM as cosolvent. The paper reports the same temperature, time, PET and MeOH amounts, and a conversion of 8 % when DCM is added (Fig. 4). Yield and selectivity were not given, so nulls are acceptable.",,4,True,Na2CO3,methanol + dichloromethane,70.0,1200.0,,0.552,1.0,8.31,,8.0,,,homogeneous,soluble carbonate,curated,LLM written,accepted,0.552,,True,,
10.1016/j.ces.2022.117875#2,10.1016/j.ces.2022.117875,Influence of the catalytic system on the methanolysis of polyethylene terephthalate at mild conditions: A systematic investigation,Chemical Engineering Science,2,Elsevier XML,e6e67cae-00a7-427e-b025-45383921317e;01b54042-eca9-4682-a66f-5f457306b68b;e46b1f87-98cb-4af1-9b6a-19577cd72816,methanolysis,other,KHCO3,methanol + dichloromethane,O=C([O-])O.[K+],LLM written,CO.ClCCl,LLM written,DMT,COC(=O)c1ccc(C(=O)OC)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,70.0,1200.0,,0.521,1.0,8.31,22.0,24.0,,correct,False,0,,Record 2 describes the KHCO₃ experiment. The text (chunk e46b1f87‑98cb‑4af1‑9b6a‑19577cd72816) states that potassium bicarbonate gave a PET conversion of 24 % and a DMT yield of 22 %. The catalyst amount (0.521 g) follows from the fixed 5.2 mmol ratio described in the methods (chunks e6e67cae‑... and 01b54042‑...). All other fields agree with the paper.,,3,True,KHCO3,methanol + dichloromethane,70.0,1200.0,,0.521,1.0,8.31,22.0,24.0,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,0.521,,True,,
10.1016/j.ces.2022.117875#3,10.1016/j.ces.2022.117875,Influence of the catalytic system on the methanolysis of polyethylene terephthalate at mild conditions: A systematic investigation,Chemical Engineering Science,3,Elsevier XML,e6e67cae-00a7-427e-b025-45383921317e;01b54042-eca9-4682-a66f-5f457306b68b;0a7c00ad-ab18-4f57-b419-198c61c8abb4,methanolysis,other,MeOK,methanol + dichloromethane,,unclear,CO.ClCCl,LLM written,DMT,COC(=O)c1ccc(C(=O)OC)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,70.0,1200.0,,0.365,1.0,8.31,84.0,100.0,,incorrect,False,1,catalyst_amount_g,"The record claims a potassium methoxide (MeOK) amount of 0.365 g. The paper states that all experiments used a catalyst‑to‑PET molar ratio of 1 : 1 (5.2 mmol per 1 g PET) (chunks e6e67cae‑... and 01b54042‑...). For MeOK (M = 56.1 g mol⁻¹) the corresponding mass should be 0.291 g, not 0.365 g. Thus the catalyst amount is inconsistent with the reported ratio.","[{""field"": ""catalyst_amount_g"", ""value"": 0.291, ""evidence"": ""Method section states catalyst‑to‑PET molar ratio of 1 : 1 (5.2 mmol per 1 g PET) (chunks e6e67cae-00a7-427e-b025-45383921317e, 01b54042-eca9-4682-a66f-5f457306b68b); MeOK molar mass ≈56.1 g mol⁻¹ gives 5.2 mmol × 56.1 = 0.291 g""}]",3,True,MeOK,methanol + dichloromethane,70.0,1200.0,,0.291,1.0,8.31,84.0,100.0,,catalyst_amount_g,homogeneous,a compound class that dissolves at reaction temperature,soluble,unclear,flagged,0.365,,True,,
10.1016/j.ces.2022.117875#4,10.1016/j.ces.2022.117875,Influence of the catalytic system on the methanolysis of polyethylene terephthalate at mild conditions: A systematic investigation,Chemical Engineering Science,4,Elsevier XML,e6e67cae-00a7-427e-b025-45383921317e;01b54042-eca9-4682-a66f-5f457306b68b;e2e11148-8943-45f7-90cd954fb439;6fef5068-6d21-42ee-bd4e-d58e524f457b;6fef5068-fe5c-4eba-b499-dffa1191d188,methanolysis,other,K2CO3,methanol + dichloromethane,O=C([O-])[O-].[K+].[K+],LLM written,CO.ClCCl,LLM written,DMT,COC(=O)c1ccc(C(=O)OC)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,70.0,1200.0,,0.5214,1.0,8.31,,,71.0,correct,False,0,,"Record 4 reports the K₂CO₃ experiment with DCM. The paper gives the catalyst amount of 0.521 g (5.2 mmol) for 1 g PET (method description) and a DMT selectivity of 71 % for bottle‑flake methanolysis (chunk 6fef5068‑...). No conversion or yield values are provided in the main text, so leaving them null is acceptable.",,5,False,K2CO3,methanol + dichloromethane,70.0,1200.0,,0.5214,1.0,8.31,,,71.0,,homogeneous,soluble carbonate,curated,LLM written,accepted,0.5214,,True,,
10.1016/j.ces.2022.117875#5,10.1016/j.ces.2022.117875,Influence of the catalytic system on the methanolysis of polyethylene terephthalate at mild conditions: A systematic investigation,Chemical Engineering Science,5,Elsevier XML,e6e67cae-00a7-427e-b025-45383921317e;01b54042-eca9-4682-a66f-5f457306b68b;2d6bcd13-991a-43fd-9597-552d065c2d0f;6fef5068-fe5c-4eba-b499-dffa1191d188,methanolysis,other,K2CO3,methanol + dichloromethane,O=C([O-])[O-].[K+].[K+],LLM written,CO.ClCCl,LLM written,DMT,COC(=O)c1ccc(C(=O)OC)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,70.0,1200.0,,0.959,1.0,8.33,,,42.0,correct,False,0,,"Record 5 matches the K₂CO₃ run on mixed fabrics (2 g fabrics = 1 g PET). The paper specifies 0.959 g K₂CO₃, 8.33 g MeOH, and a DMT selectivity of 42 % for fabrics (chunk 6fef5068‑...). No conversion or yield percentages are reported, so the null entries are fine.",,4,True,K2CO3,methanol + dichloromethane,70.0,1200.0,,0.959,1.0,8.33,,,42.0,,homogeneous,soluble carbonate,curated,LLM written,accepted,0.959,,True,,
